"site","season","precipitation","precipitation_units","period_start","period_end","lat","lon","anomaly_1961","anomaly_1991"
"Timaru (Canterbury)","Annual",722.5,"mm","1963-01-01","1963-12-31",-44.30517,171.22141,192.8,174.1
"Waiouru (Manawatū-Whanganui)","Annual",780.9,"mm","1963-01-01","1963-12-31",-39.46249,175.66283,-259.6,-357.9
"Wellington (Wellington)","Annual",1106.5,"mm","1963-01-01","1963-12-31",-41.285,174.768,-233.6,-189
"Whanganui (Manawatū-Whanganui)","Annual",660.5,"mm","1963-01-01","1963-12-31",-39.93704,175.04509,-198.6,-280.1
"Whangaparāoa (Auckland)","Annual",934,"mm","1963-01-01","1963-12-31",-36.606,174.835,-181.9,-92.5
"Whangārei (Northland)","Annual",1245.1,"mm","1963-01-01","1963-12-31",-35.769,174.364,-232.8,-38
"Auckland (Auckland)","Summer",245.6,"mm","1962-12-01","1963-02-28",-37.00813,174.78873,4.3,45.8
"Blenheim (Marlborough)","Summer",155.6,"mm","1962-12-01","1963-02-28",-41.52133,173.86439,13.6,6.7
"Christchurch (Canterbury)","Summer",133.2,"mm","1962-12-01","1963-02-28",-43.493,172.537,-1.4,4
"Dannevirke (Manawatū-Whanganui)","Summer",260,"mm","1962-12-01","1963-02-28",-40.21,176.109,24.4,35.6
"Dunedin (Otago)","Summer",133.3,"mm","1962-12-01","1963-02-28",-45.90129,170.5147,-42.2,-70.6
"Gisborne (Gisborne)","Summer",231.5,"mm","1962-12-01","1963-02-28",-38.6586,177.9851,28.9,30.1
"Gore (Southland)","Summer",217.3,"mm","1962-12-01","1963-02-28",-46.115,168.887,-33.4,-53.7
"Hamilton (Waikato)","Summer",214.1,"mm","1962-12-01","1963-02-28",-37.86088,175.33175,-53.6,-36.3
"Hokitika (West Coast)","Summer",716.9,"mm","1962-12-01","1963-02-28",-42.71228,170.98428,63.4,2.7
"Invercargill (Southland)","Summer",255.4,"mm","1962-12-01","1963-02-28",-46.41741,168.33052,-24,-26.4
"Kerikeri (Northland)","Summer",188.9,"mm","1962-12-01","1963-02-28",-35.183,173.926,-110.6,-140.1
"Lake Tekapo (Canterbury)","Summer",103.80000000000001,"mm","1962-12-01","1963-02-28",-44.002,170.441,-22,-29.4
"Masterton (Wellington)","Summer",155,"mm","1962-12-01","1963-02-28",-40.957,175.707,-0.3,-6
"Milford Sound (Southland)","Summer",1198.4,"mm","1962-12-01","1963-02-28",-44.67384,167.92406,-388.6,-501
"Napier (Hawke's Bay)","Summer",224.4,"mm","1962-12-01","1963-02-28",-39.49846,176.91189,60.2,66.8
"Nelson (Nelson)","Summer",235.20000000000002,"mm","1962-12-01","1963-02-28",-41.299,173.226,41.2,20
"New Plymouth (Taranaki)","Summer",354.9,"mm","1962-12-01","1963-02-28",-39.0079,174.18382,39,67
"Queenstown (Otago)","Summer",151.1,"mm","1962-12-01","1963-02-28",-45.01758,168.74005,-2.4,-38.5
"Reefton (West Coast)","Summer",417.6,"mm","1962-12-01","1963-02-28",-42.11578,171.86014,-2.9,8.2
"Rotorua (Bay of Plenty)","Summer",546.3,"mm","1962-12-01","1963-02-28",-38.10595,176.31485,199.8,239.9
"Tara Hills (Canterbury)","Summer",166.4,"mm","1962-12-01","1963-02-28",-44.52612,169.88948,17.9,21
"Taumarunui (Manawatū-Whanganui)","Summer",366.8,"mm","1962-12-01","1963-02-28",-38.88784,175.25981,59.5,52
"Taupō (Waikato)","Summer",263.3,"mm","1962-12-01","1963-02-28",-38.74263,176.08104,25.3,38.3
"Tauranga (Bay of Plenty)","Summer",602.1,"mm","1962-12-01","1963-02-28",-37.673,176.196,312,343.5
"Timaru (Canterbury)","Summer",176.5,"mm","1962-12-01","1963-02-28",-44.30517,171.22141,36.6,25.5
"Waiouru (Manawatū-Whanganui)","Summer",233.5,"mm","1962-12-01","1963-02-28",-39.46249,175.66283,-11.1,-3.4
"Wellington (Wellington)","Summer",248,"mm","1962-12-01","1963-02-28",-41.285,174.768,4.7,1.7
"Whanganui (Manawatū-Whanganui)","Summer",153.6,"mm","1962-12-01","1963-02-28",-39.93704,175.04509,-48.3,-59.5
"Whangaparāoa (Auckland)","Summer",202.5,"mm","1962-12-01","1963-02-28",-36.606,174.835,-24.1,-2.2
"Whangārei (Northland)","Summer",364.3,"mm","1962-12-01","1963-02-28",-35.769,174.364,59.4,114
"Auckland (Auckland)","Spring",402.5,"mm","1962-09-01","1962-11-30",-37.00813,174.78873,147,151.6
"Blenheim (Marlborough)","Spring",236.3,"mm","1962-09-01","1962-11-30",-41.52133,173.86439,65.1,56.8
"Christchurch (Canterbury)","Spring",100.80000000000001,"mm","1962-09-01","1962-11-30",-43.493,172.537,-35.1,-36.1
"Dannevirke (Manawatū-Whanganui)","Spring",224.8,"mm","1962-09-01","1962-11-30",-40.21,176.109,-18.6,-54.1
"Dunedin (Otago)","Spring",171.4,"mm","1962-09-01","1962-11-30",-45.90129,170.5147,17.9,6.9
"Gisborne (Gisborne)","Spring",171.60000000000002,"mm","1962-09-01","1962-11-30",-38.6586,177.9851,-36.1,-26.2
"Gore (Southland)","Spring",204.5,"mm","1962-09-01","1962-11-30",-46.115,168.887,-7,-36.1
"Hamilton (Waikato)","Spring",385.9,"mm","1962-09-01","1962-11-30",-37.86088,175.33175,85.4,86.7
"Hokitika (West Coast)","Spring",886.5,"mm","1962-09-01","1962-11-30",-42.71228,170.98428,102.1,134.1
"Invercargill (Southland)","Spring",282.09999999999997,"mm","1962-09-01","1962-11-30",-46.41741,168.33052,28.1,-6.6
"Kerikeri (Northland)","Spring",332.5,"mm","1962-09-01","1962-11-30",-35.183,173.926,-36.6,-5
"Lake Tekapo (Canterbury)","Spring",141.3,"mm","1962-09-01","1962-11-30",-44.002,170.441,-9.2,-6.6
"Masterton (Wellington)","Spring",132.8,"mm","1962-09-01","1962-11-30",-40.957,175.707,-50.6,-82.9
"Milford Sound (Southland)","Spring",1339.3,"mm","1962-09-01","1962-11-30",-44.67384,167.92406,-266.5,-292.4
"Napier (Hawke's Bay)","Spring",129.8,"mm","1962-09-01","1962-11-30",-39.49846,176.91189,-24.6,-36.2
"Nelson (Nelson)","Spring",409.6,"mm","1962-09-01","1962-11-30",-41.299,173.226,175.9,182.7
"New Plymouth (Taranaki)","Spring",546,"mm","1962-09-01","1962-11-30",-39.0079,174.18382,192.6,194.8
"Queenstown (Otago)","Spring",165.6,"mm","1962-09-01","1962-11-30",-45.01758,168.74005,-11.4,-19.1
"Reefton (West Coast)","Spring",595.4,"mm","1962-09-01","1962-11-30",-42.11578,171.86014,35.3,79.6
"Rotorua (Bay of Plenty)","Spring",462.5,"mm","1962-09-01","1962-11-30",-38.10595,176.31485,121.2,179.6
"Tara Hills (Canterbury)","Spring",145,"mm","1962-09-01","1962-11-30",-44.52612,169.88948,8.3,19.8
"Taumarunui (Manawatū-Whanganui)","Spring",494.90000000000003,"mm","1962-09-01","1962-11-30",-38.88784,175.25981,119.5,93.4
"Taupō (Waikato)","Spring",313,"mm","1962-09-01","1962-11-30",-38.74263,176.08104,85.9,95.2
"Tauranga (Bay of Plenty)","Spring",404.3,"mm","1962-09-01","1962-11-30",-37.673,176.196,109.5,171.1
"Timaru (Canterbury)","Spring",158.2,"mm","1962-09-01","1962-11-30",-44.30517,171.22141,32.4,20.1
"Waiouru (Manawatū-Whanganui)","Spring",243.89999999999998,"mm","1962-09-01","1962-11-30",-39.46249,175.66283,-11.1,-58.1
"Wellington (Wellington)","Spring",324.4,"mm","1962-09-01","1962-11-30",-41.285,174.768,9.8,-8.7
"Whanganui (Manawatū-Whanganui)","Spring",266.2,"mm","1962-09-01","1962-11-30",-39.93704,175.04509,60.7,25.9
"Whangaparāoa (Auckland)","Spring",341.7,"mm","1962-09-01","1962-11-30",-36.606,174.835,81.9,120
"Whangārei (Northland)","Spring",294.8,"mm","1962-09-01","1962-11-30",-35.769,174.364,-24.5,29.3
"Auckland (Auckland)","Winter",406.7,"mm","1962-06-01","1962-08-31",-37.00813,174.78873,46.9,36.9
"Blenheim (Marlborough)","Winter",181.60000000000002,"mm","1962-06-01","1962-08-31",-41.52133,173.86439,-15.9,-26.7
"Christchurch (Canterbury)","Winter",144.4,"mm","1962-06-01","1962-08-31",-43.493,172.537,-34.1,-46.1
"Dannevirke (Manawatū-Whanganui)","Winter",360.90000000000003,"mm","1962-06-01","1962-08-31",-40.21,176.109,64.8,89.1
"Dunedin (Otago)","Winter",180.6,"mm","1962-06-01","1962-08-31",-45.90129,170.5147,9,21.2
"Gisborne (Gisborne)","Winter",456.4,"mm","1962-06-01","1962-08-31",-38.6586,177.9851,108,138.9
"Gore (Southland)","Winter",224.7,"mm","1962-06-01","1962-08-31",-46.115,168.887,39.4,30
"Hamilton (Waikato)","Winter",368.1,"mm","1962-06-01","1962-08-31",-37.86088,175.33175,-4.6,-13.3
"Hokitika (West Coast)","Winter",779,"mm","1962-06-01","1962-08-31",-42.71228,170.98428,107,46.5
"Invercargill (Southland)","Winter",273.6,"mm","1962-06-01","1962-08-31",-46.41741,168.33052,39.9,1
"Kerikeri (Northland)","Winter",383.8,"mm","1962-06-01","1962-08-31",-35.183,173.926,-181.8,-166.9
"Lake Tekapo (Canterbury)","Winter",189.7,"mm","1962-06-01","1962-08-31",-44.002,170.441,19.9,28.8
"Masterton (Wellington)","Winter",228.2,"mm","1962-06-01","1962-08-31",-40.957,175.707,-37.8,-41.3
"Milford Sound (Southland)","Winter",1448.5,"mm","1962-06-01","1962-08-31",-44.67384,167.92406,347.1,165.7
"Napier (Hawke's Bay)","Winter",241.7,"mm","1962-06-01","1962-08-31",-39.49846,176.91189,6,8.4
"Nelson (Nelson)","Winter",244.1,"mm","1962-06-01","1962-08-31",-41.299,173.226,-1.5,-2.8
"New Plymouth (Taranaki)","Winter",592.3,"mm","1962-06-01","1962-08-31",-39.0079,174.18382,135.7,177.5
"Queenstown (Otago)","Winter",222.4,"mm","1962-06-01","1962-08-31",-45.01758,168.74005,69.4,46.9
"Reefton (West Coast)","Winter",544.6,"mm","1962-06-01","1962-08-31",-42.11578,171.86014,20,7.8
"Rotorua (Bay of Plenty)","Winter",354.1,"mm","1962-06-01","1962-08-31",-38.10595,176.31485,-57.8,-38.2
"Tara Hills (Canterbury)","Winter",158.7,"mm","1962-06-01","1962-08-31",-44.52612,169.88948,41.4,36.7
"Taumarunui (Manawatū-Whanganui)","Winter",449.7,"mm","1962-06-01","1962-08-31",-38.88784,175.25981,62.8,18.1
"Taupō (Waikato)","Winter",251.3,"mm","1962-06-01","1962-08-31",-38.74263,176.08104,-9,-29.8
"Tauranga (Bay of Plenty)","Winter",255.2,"mm","1962-06-01","1962-08-31",-37.673,176.196,-133.2,-106.4
"Timaru (Canterbury)","Winter",99.7,"mm","1962-06-01","1962-08-31",-44.30517,171.22141,-17.3,-31.3
"Waiouru (Manawatū-Whanganui)","Winter",284,"mm","1962-06-01","1962-08-31",-39.46249,175.66283,-14.4,-60.3
"Wellington (Wellington)","Winter",478.6,"mm","1962-06-01","1962-08-31",-41.285,174.768,38.3,75.4
"Whanganui (Manawatū-Whanganui)","Winter",253.1,"mm","1962-06-01","1962-08-31",-39.93704,175.04509,12.3,-8.4
"Whangaparāoa (Auckland)","Winter",374.6,"mm","1962-06-01","1962-08-31",-36.606,174.835,8.7,48.5
"Whangārei (Northland)","Winter",281.9,"mm","1962-06-01","1962-08-31",-35.769,174.364,-204,-166.1
"Auckland (Auckland)","Autumn",445.70000000000005,"mm","1962-03-01","1962-05-31",-37.00813,174.78873,171.1,166.9
"Blenheim (Marlborough)","Autumn",368.2,"mm","1962-03-01","1962-05-31",-41.52133,173.86439,184.3,199.8
"Christchurch (Canterbury)","Autumn",222.9,"mm","1962-03-01","1962-05-31",-43.493,172.537,54.7,62.1
"Dannevirke (Manawatū-Whanganui)","Autumn",220.8,"mm","1962-03-01","1962-05-31",-40.21,176.109,-38.4,-12.6
"Dunedin (Otago)","Autumn",176,"mm","1962-03-01","1962-05-31",-45.90129,170.5147,-10.2,4.4
"Gisborne (Gisborne)","Autumn",280.5,"mm","1962-03-01","1962-05-31",-38.6586,177.9851,14.2,-23
"Gore (Southland)","Autumn",161.6,"mm","1962-03-01","1962-05-31",-46.115,168.887,-90.4,-72.1
"Hamilton (Waikato)","Autumn",478,"mm","1962-03-01","1962-05-31",-37.86088,175.33175,199.1,188.7
"Hokitika (West Coast)","Autumn",733.1,"mm","1962-03-01","1962-05-31",-42.71228,170.98428,31.3,21.2
"Invercargill (Southland)","Autumn",178.4,"mm","1962-03-01","1962-05-31",-46.41741,168.33052,-132,-110.5
"Kerikeri (Northland)","Autumn",909.7,"mm","1962-03-01","1962-05-31",-35.183,173.926,511.1,482.6
"Lake Tekapo (Canterbury)","Autumn",168.89999999999998,"mm","1962-03-01","1962-05-31",-44.002,170.441,17.4,11.3
"Masterton (Wellington)","Autumn",226.70000000000002,"mm","1962-03-01","1962-05-31",-40.957,175.707,20.5,18.6
"Milford Sound (Southland)","Autumn",871.3,"mm","1962-03-01","1962-05-31",-44.67384,167.92406,-765.6,-744.1
"Napier (Hawke's Bay)","Autumn",238.39999999999998,"mm","1962-03-01","1962-05-31",-39.49846,176.91189,34.2,43.2
"Nelson (Nelson)","Autumn",546.6,"mm","1962-03-01","1962-05-31",-41.299,173.226,299,317.4
"New Plymouth (Taranaki)","Autumn",547.7,"mm","1962-03-01","1962-05-31",-39.0079,174.18382,175.3,190.7
"Queenstown (Otago)","Autumn",135,"mm","1962-03-01","1962-05-31",-45.01758,168.74005,-52.1,-42.8
"Reefton (West Coast)","Autumn",420.1,"mm","1962-03-01","1962-05-31",-42.11578,171.86014,-59.1,-10.6
"Rotorua (Bay of Plenty)","Autumn",892,"mm","1962-03-01","1962-05-31",-38.10595,176.31485,549.2,526.9
"Tara Hills (Canterbury)","Autumn",147.7,"mm","1962-03-01","1962-05-31",-44.52612,169.88948,1,26.4
"Taumarunui (Manawatū-Whanganui)","Autumn",370.7,"mm","1962-03-01","1962-05-31",-38.88784,175.25981,66.9,39.9
"Taupō (Waikato)","Autumn",418.5,"mm","1962-03-01","1962-05-31",-38.74263,176.08104,208.5,196
"Tauranga (Bay of Plenty)","Autumn",679,"mm","1962-03-01","1962-05-31",-37.673,176.196,333.2,328.1
"Timaru (Canterbury)","Autumn",136.8,"mm","1962-03-01","1962-05-31",-44.30517,171.22141,-10.8,8.3
"Waiouru (Manawatū-Whanganui)","Autumn",228.4,"mm","1962-03-01","1962-05-31",-39.46249,175.66283,-16.3,-26.7
"Wellington (Wellington)","Autumn",472,"mm","1962-03-01","1962-05-31",-41.285,174.768,129.6,160.8
"Whanganui (Manawatū-Whanganui)","Autumn",160.9,"mm","1962-03-01","1962-05-31",-39.93704,175.04509,-50.1,-63.4
"Whangaparāoa (Auckland)","Autumn",407.8,"mm","1962-03-01","1962-05-31",-36.606,174.835,141.7,133.6
"Whangārei (Northland)","Autumn",731.6,"mm","1962-03-01","1962-05-31",-35.769,174.364,359.2,412.2
"Auckland (Auckland)","Annual",1403.7,"mm","1962-01-01","1962-12-31",-37.00813,174.78873,273.8,304
"Blenheim (Marlborough)","Annual",976.4,"mm","1962-01-01","1962-12-31",-41.52133,173.86439,281.8,270.8
"Christchurch (Canterbury)","Annual",615.3,"mm","1962-01-01","1962-12-31",-43.493,172.537,-0.5,-2.9
"Dannevirke (Manawatū-Whanganui)","Annual",1049.2,"mm","1962-01-01","1962-12-31",-40.21,176.109,19.7,40.2
"Dunedin (Otago)","Annual",669,"mm","1962-01-01","1962-12-31",-45.90129,170.5147,-18,-31
"Gisborne (Gisborne)","Annual",1244.6,"mm","1962-01-01","1962-12-31",-38.6586,177.9851,223,224.4
"Gore (Southland)","Annual",767.3,"mm","1962-01-01","1962-12-31",-46.115,168.887,-134.9,-171.1
"Hamilton (Waikato)","Annual",1511.5,"mm","1962-01-01","1962-12-31",-37.86088,175.33175,292.3,291
"Hokitika (West Coast)","Annual",2884.4,"mm","1962-01-01","1962-12-31",-42.71228,170.98428,60.1,-21.6
"Invercargill (Southland)","Annual",967.8,"mm","1962-01-01","1962-12-31",-46.41741,168.33052,-113.8,-161.7
"Kerikeri (Northland)","Annual",1851.9,"mm","1962-01-01","1962-12-31",-35.183,173.926,222.5,207.9
"Lake Tekapo (Canterbury)","Annual",624,"mm","1962-01-01","1962-12-31",-44.002,170.441,26.2,24.7
"Masterton (Wellington)","Annual",793.6,"mm","1962-01-01","1962-12-31",-40.957,175.707,-14.6,-61
"Milford Sound (Southland)","Annual",4680,"mm","1962-01-01","1962-12-31",-44.67384,167.92406,-1279.8,-1525.1
"Napier (Hawke's Bay)","Annual",806.9,"mm","1962-01-01","1962-12-31",-39.49846,176.91189,52.1,54.7
"Nelson (Nelson)","Annual",1423.1,"mm","1962-01-01","1962-12-31",-41.299,173.226,503.3,502.6
"New Plymouth (Taranaki)","Annual",2045.7,"mm","1962-01-01","1962-12-31",-39.0079,174.18382,547.4,631.4
"Queenstown (Otago)","Annual",664.5,"mm","1962-01-01","1962-12-31",-45.01758,168.74005,-8.6,-61.4
"Reefton (West Coast)","Annual",2015.7,"mm","1962-01-01","1962-12-31",-42.11578,171.86014,28,123.1
"Rotorua (Bay of Plenty)","Annual",2319.6,"mm","1962-01-01","1962-12-31",-38.10595,176.31485,876.7,973.1
"Tara Hills (Canterbury)","Annual",570.6,"mm","1962-01-01","1962-12-31",-44.52612,169.88948,20,57.4
"Taumarunui (Manawatū-Whanganui)","Annual",1613.7,"mm","1962-01-01","1962-12-31",-38.88784,175.25981,240.1,133.8
"Taupō (Waikato)","Annual",1294.8,"mm","1962-01-01","1962-12-31",-38.74263,176.08104,359.5,348
"Tauranga (Bay of Plenty)","Annual",2073.4,"mm","1962-01-01","1962-12-31",-37.673,176.196,755.6,869.2
"Timaru (Canterbury)","Annual",519.8,"mm","1962-01-01","1962-12-31",-44.30517,171.22141,-9.9,-28.6
"Waiouru (Manawatū-Whanganui)","Annual",994.4,"mm","1962-01-01","1962-12-31",-39.46249,175.66283,-46.1,-144.4
"Wellington (Wellington)","Annual",1684.8,"mm","1962-01-01","1962-12-31",-41.285,174.768,344.7,389.3
"Whanganui (Manawatū-Whanganui)","Annual",895.5,"mm","1962-01-01","1962-12-31",-39.93704,175.04509,36.4,-45.1
"Whangaparāoa (Auckland)","Annual",1309.7,"mm","1962-01-01","1962-12-31",-36.606,174.835,193.8,283.2
"Whangārei (Northland)","Annual",1681.8999999999999,"mm","1962-01-01","1962-12-31",-35.769,174.364,204,398.8
"Auckland (Auckland)","Summer",89.2,"mm","1961-12-01","1962-02-28",-37.00813,174.78873,-152.1,-110.6
"Blenheim (Marlborough)","Summer",158.3,"mm","1961-12-01","1962-02-28",-41.52133,173.86439,16.3,9.4
"Christchurch (Canterbury)","Summer",123.89999999999999,"mm","1961-12-01","1962-02-28",-43.493,172.537,-10.7,-5.3
"Dannevirke (Manawatū-Whanganui)","Summer",206.2,"mm","1961-12-01","1962-02-28",-40.21,176.109,-29.4,-18.2
"Dunedin (Otago)","Summer",143.4,"mm","1961-12-01","1962-02-28",-45.90129,170.5147,-32.1,-60.5
"Gisborne (Gisborne)","Summer",220.20000000000002,"mm","1961-12-01","1962-02-28",-38.6586,177.9851,17.6,18.8
"Gore (Southland)","Summer",174.2,"mm","1961-12-01","1962-02-28",-46.115,168.887,-76.5,-96.8
"Hamilton (Waikato)","Summer",244.2,"mm","1961-12-01","1962-02-28",-37.86088,175.33175,-23.5,-6.2
"Hokitika (West Coast)","Summer",486.3,"mm","1961-12-01","1962-02-28",-42.71228,170.98428,-167.2,-227.9
"Invercargill (Southland)","Summer",227.7,"mm","1961-12-01","1962-02-28",-46.41741,168.33052,-51.7,-54.1
"Kerikeri (Northland)","Summer",158.1,"mm","1961-12-01","1962-02-28",-35.183,173.926,-141.4,-170.9
"Lake Tekapo (Canterbury)","Summer",107.1,"mm","1961-12-01","1962-02-28",-44.002,170.441,-18.7,-26.1
"Masterton (Wellington)","Summer",171.6,"mm","1961-12-01","1962-02-28",-40.957,175.707,16.3,10.6
"Milford Sound (Southland)","Summer",1255.1,"mm","1961-12-01","1962-02-28",-44.67384,167.92406,-331.9,-444.3
"Napier (Hawke's Bay)","Summer",77.3,"mm","1961-12-01","1962-02-28",-39.49846,176.91189,-86.9,-80.3
"Nelson (Nelson)","Summer",203.5,"mm","1961-12-01","1962-02-28",-41.299,173.226,9.5,-11.7
"New Plymouth (Taranaki)","Summer",269.3,"mm","1961-12-01","1962-02-28",-39.0079,174.18382,-46.6,-18.6
"Queenstown (Otago)","Summer",148.6,"mm","1961-12-01","1962-02-28",-45.01758,168.74005,-4.9,-41
"Reefton (West Coast)","Summer",420.4,"mm","1961-12-01","1962-02-28",-42.11578,171.86014,-0.1,11
"Rotorua (Bay of Plenty)","Summer",318.3,"mm","1961-12-01","1962-02-28",-38.10595,176.31485,-28.2,11.9
"Tara Hills (Canterbury)","Summer",104.3,"mm","1961-12-01","1962-02-28",-44.52612,169.88948,-44.2,-41.1
"Taumarunui (Manawatū-Whanganui)","Summer",276.6,"mm","1961-12-01","1962-02-28",-38.88784,175.25981,-30.7,-38.2
"Taupō (Waikato)","Summer",174.1,"mm","1961-12-01","1962-02-28",-38.74263,176.08104,-63.9,-50.9
"Tauranga (Bay of Plenty)","Summer",387.3,"mm","1961-12-01","1962-02-28",-37.673,176.196,97.2,128.7
"Timaru (Canterbury)","Summer",120.10000000000001,"mm","1961-12-01","1962-02-28",-44.30517,171.22141,-19.8,-30.9
"Waiouru (Manawatū-Whanganui)","Summer",180,"mm","1961-12-01","1962-02-28",-39.46249,175.66283,-64.6,-56.9
"Wellington (Wellington)","Summer",351.70000000000005,"mm","1961-12-01","1962-02-28",-41.285,174.768,108.4,105.4
"Whanganui (Manawatū-Whanganui)","Summer",204,"mm","1961-12-01","1962-02-28",-39.93704,175.04509,2.1,-9.1
"Whangaparāoa (Auckland)","Summer",99.5,"mm","1961-12-01","1962-02-28",-36.606,174.835,-127.1,-105.2
"Whangārei (Northland)","Summer",217.39999999999998,"mm","1961-12-01","1962-02-28",-35.769,174.364,-87.5,-32.9
"Auckland (Auckland)","Spring",291.2,"mm","1961-09-01","1961-11-30",-37.00813,174.78873,35.7,40.3
"Blenheim (Marlborough)","Spring",100.5,"mm","1961-09-01","1961-11-30",-41.52133,173.86439,-70.7,-79
"Christchurch (Canterbury)","Spring",94.4,"mm","1961-09-01","1961-11-30",-43.493,172.537,-41.5,-42.5
"Dannevirke (Manawatū-Whanganui)","Spring",229,"mm","1961-09-01","1961-11-30",-40.21,176.109,-14.4,-49.9
"Dunedin (Otago)","Spring",158.3,"mm","1961-09-01","1961-11-30",-45.90129,170.5147,4.8,-6.2
"Gisborne (Gisborne)","Spring",172.1,"mm","1961-09-01","1961-11-30",-38.6586,177.9851,-35.6,-25.7
"Gore (Southland)","Spring",248.8,"mm","1961-09-01","1961-11-30",-46.115,168.887,37.3,8.2
"Hamilton (Waikato)","Spring",249.60000000000002,"mm","1961-09-01","1961-11-30",-37.86088,175.33175,-50.9,-49.6
"Hokitika (West Coast)","Spring",711.7,"mm","1961-09-01","1961-11-30",-42.71228,170.98428,-72.7,-40.7
"Invercargill (Southland)","Spring",276.7,"mm","1961-09-01","1961-11-30",-46.41741,168.33052,22.7,-12
"Kerikeri (Northland)","Spring",233.5,"mm","1961-09-01","1961-11-30",-35.183,173.926,-135.6,-104
"Lake Tekapo (Canterbury)","Spring",138.4,"mm","1961-09-01","1961-11-30",-44.002,170.441,-12.1,-9.5
"Masterton (Wellington)","Spring",207.89999999999998,"mm","1961-09-01","1961-11-30",-40.957,175.707,24.5,-7.8
"Milford Sound (Southland)","Spring",1493.6,"mm","1961-09-01","1961-11-30",-44.67384,167.92406,-112.2,-138.1
"Napier (Hawke's Bay)","Spring",120.89999999999999,"mm","1961-09-01","1961-11-30",-39.49846,176.91189,-33.5,-45.1
"Nelson (Nelson)","Spring",153.8,"mm","1961-09-01","1961-11-30",-41.299,173.226,-79.9,-73.1
"New Plymouth (Taranaki)","Spring",259.3,"mm","1961-09-01","1961-11-30",-39.0079,174.18382,-94.1,-91.9
"Queenstown (Otago)","Spring",175.4,"mm","1961-09-01","1961-11-30",-45.01758,168.74005,-1.6,-9.3
"Reefton (West Coast)","Spring",397.4,"mm","1961-09-01","1961-11-30",-42.11578,171.86014,-162.7,-118.4
"Rotorua (Bay of Plenty)","Spring",302.9,"mm","1961-09-01","1961-11-30",-38.10595,176.31485,-38.4,20
"Tara Hills (Canterbury)","Spring",140.29999999999998,"mm","1961-09-01","1961-11-30",-44.52612,169.88948,3.6,15.1
"Taumarunui (Manawatū-Whanganui)","Spring",250.39999999999998,"mm","1961-09-01","1961-11-30",-38.88784,175.25981,-125,-151.1
"Taupō (Waikato)","Spring",157.3,"mm","1961-09-01","1961-11-30",-38.74263,176.08104,-69.8,-60.5
"Tauranga (Bay of Plenty)","Spring",313.1,"mm","1961-09-01","1961-11-30",-37.673,176.196,18.3,79.9
